"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0600000US2500139100","Mashpee town, Barnstable County, Massachusetts","6360","270","2.6","1.1","2.1","1.4","6.4","1.7","10.4","2.8","11.0","2.8","16.8","2.5","13.1","2.3","20.7","3.0","8.6","2.1","8.2","1.8","77019","9876","97509","6913","33.0","(X)","(X)","(X)","(X)","(X)","4075","184","0.8","0.7","0.2","0.4","2.6","1.8","9.1","3.3","8.8","3.1","14.6","2.6","14.4","3.0","26.2","3.9","12.8","2.9","10.6","2.6","99025","10941","118622","9994","(X)","(X)","34.9","(X)","(X)","(X)","3325","166","0.8","0.8","0.0","1.0","1.4","1.3","5.6","2.1","7.6","3.1","15.2","3.3","14.0","3.0","27.4","4.5","15.0","3.6","12.9","3.1","107825","5786","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2285","267","6.0","2.7","5.3","3.7","13.2","4.2","17.3","6.1","11.6","3.9","20.4","5.1","11.9","3.7","9.2","3.9","2.3","2.2","2.6","2.2","45020","9983","57188","6221","(X)","(X)","(X)","(X)","29.6","(X)"
"0600000US2500151440","Orleans town, Barnstable County, Massachusetts","2718","152","4.3","2.7","6.1","3.2","7.8","2.9","6.0","2.1","7.4","3.3","20.0","4.4","10.3","3.8","20.7","4.3","9.7","3.0","7.7","3.1","73778","5637","98055","10435","36.0","(X)","(X)","(X)","(X)","(X)","1603","123","3.2","2.6","0.0","2.2","3.0","2.2","2.1","1.8","7.5","4.9","19.4","5.1","17.2","6.9","26.1","7.5","12.5","4.8","9.0","3.9","98231","12776","119153","14251","(X)","(X)","36.6","(X)","(X)","(X)","1357","144","0.8","1.3","0.0","2.5","1.4","1.7","1.7","1.7","8.1","5.6","20.6","6.0","12.4","6.1","29.5","8.3","14.8","5.6","10.7","4.7","108326","9835","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1115","188","7.3","5.4","14.8","7.3","13.5","6.4","12.6","4.6","7.2","3.7","20.9","7.6","4.9","3.7","7.5","5.2","5.7","4.9","5.7","5.0","40188","17848","65187","14239","(X)","(X)","(X)","(X)","34.3","(X)"
"0600000US2500155500","Provincetown town, Barnstable County, Massachusetts","1702","103","6.7","3.8","3.1","2.1","7.7","3.3","13.2","4.7","10.9","4.5","16.3","5.5","11.6","4.0","12.7","4.8","5.8","2.6","11.8","3.6","59063","8028","99735","12043","31.2","(X)","(X)","(X)","(X)","(X)","759","75","1.1","1.7","1.2","1.8","3.6","3.4","7.5","5.1","15.2","7.8","13.6","7.3","16.7","6.9","18.1","8.1","6.1","4.1","17.1","6.9","82125","21382","126171","21675","(X)","(X)","37.8","(X)","(X)","(X)","658","92","0.0","5.2","1.4","2.1","4.1","3.8","7.3","5.5","8.5","6.0","13.5","7.9","19.3","7.9","20.8","9.1","7.0","4.7","18.1","7.9","95000","19539","N","N","(X)","(X)","(X)","(X)","(X)","(X)","943","143","11.2","6.8","4.7","3.5","11.0","5.7","17.8","6.9","9.0","6.0","17.1","7.7","7.5","4.5","8.5","4.9","5.6","3.3","7.5","4.3","43750","18377","78281","15086","(X)","(X)","(X)","(X)","25.9","(X)"
"0600000US2500159735","Sandwich town, Barnstable County, Massachusetts","7818","319","1.3","0.7","2.5","1.4","3.6","1.2","6.2","2.1","11.0","2.6","12.9","2.3","13.0","2.5","21.4","3.2","12.3","2.3","15.8","2.5","98827","6537","125091","7999","32.7","(X)","(X)","(X)","(X)","(X)","5642","249","0.5","0.5","1.1","1.3","0.7","0.6","5.5","2.1","10.0","3.0","9.9","2.3","14.3","3.1","23.4","4.2","15.3","3.1","19.4","3.4","122311","9454","144840","10753","(X)","(X)","31.7","(X)","(X)","(X)","4915","284","0.3","0.5","1.3","1.4","0.5","0.5","3.1","1.6","9.7","3.2","9.6","2.4","14.4","3.0","22.9","4.2","16.5","3.3","21.6","3.7","128980","7135","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2176","323","3.6","2.5","6.2","3.5","11.2","4.1","8.7","4.8","13.7","5.1","20.9","5.8","8.9","3.6","16.6","7.5","4.8","4.2","5.4","3.2","57296","11647","72296","9382","(X)","(X)","(X)","(X)","32.6","(X)"
"0600000US2500170605","Truro town, Barnstable County, Massachusetts","601","137","1.2","1.8","4.3","5.4","6.7","7.6","14.0","8.3","12.1","9.6","24.3","14.2","8.2","8.2","14.5","9.4","5.0","5.4","9.8","3.4","68367","5644","81766","10429","32.8","(X)","(X)","(X)","(X)","(X)","370","120","0.0","9.0","0.0","9.0","0.0","9.0","16.5","11.2","6.2","9.7","27.8","18.9","3.8","4.2","21.6","13.4","8.1","8.8","15.9","6.9","74688","43817","104998","17118","(X)","(X)","41.9","(X)","(X)","(X)","291","104","0.0","11.3","0.0","11.3","0.0","11.3","14.1","13.6","7.9","12.7","29.9","21.0","2.4","3.5","15.1","13.3","10.3","11.1","20.3","8.6","71776","56194","N","N","(X)","(X)","(X)","(X)","(X)","(X)","231","108","3.0","4.8","11.3","13.5","17.3","19.4","10.0","12.0","21.6","19.0","18.6","16.5","18.2","17.9","0.0","14.0","0.0","14.0","0.0","14.0","37216","22740","43595","10024","(X)","(X)","(X)","(X)","18.2","(X)"
"0600000US2500174385","Wellfleet town, Barnstable County, Massachusetts","1598","196","3.1","3.2","1.1","1.1","11.6","5.9","6.1","2.9","10.1","3.7","18.8","7.2","14.3","6.8","23.6","6.8","5.9","2.9","5.4","3.1","74639","5128","92081","16631","39.6","(X)","(X)","(X)","(X)","(X)","972","151","0.0","3.5","1.0","1.6","9.3","6.6","6.5","3.9","10.0","4.2","15.8","7.9","13.7","7.4","28.2","10.1","6.7","4.0","8.8","4.9","80556","20751","108323","25623","(X)","(X)","36.2","(X)","(X)","(X)","689","170","0.0","4.9","1.5","2.3","5.4","5.9","4.8","4.4","9.4","5.0","10.9","7.2","12.9","7.4","33.2","10.3","9.4","5.8","12.5","6.7","101740","11164","N","N","(X)","(X)","(X)","(X)","(X)","(X)","626","169","7.8","8.1","1.1","1.7","15.3","10.9","5.6","4.5","10.2","6.8","35.5","15.7","10.4","9.1","9.3","6.4","4.8","4.4","0.0","5.4","57250","17234","60829","9897","(X)","(X)","(X)","(X)","44.9","(X)"
"0600000US2500182525","Yarmouth town, Barnstable County, Massachusetts","10515","349","3.6","1.0","3.1","1.0","7.6","1.6","8.7","1.6","15.5","2.5","19.0","2.1","13.8","2.3","17.0","2.4","7.1","1.8","4.7","1.1","63432","3733","83968","4063","36.4","(X)","(X)","(X)","(X)","(X)","6611","282","1.5","0.9","1.3","0.8","4.5","1.8","5.5","2.0","13.9","3.2","23.7","3.5","14.1","2.9","20.6","3.1","8.5","2.7","6.3","1.6","74620","6984","96458","5391","(X)","(X)","36.4","(X)","(X)","(X)","4964","342","1.2","0.9","1.3","0.9","2.9","1.5","4.8","1.7","11.0","3.2","21.5","3.3","15.3","3.3","23.4","3.8","10.8","3.3","7.8","2.0","87319","8038","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3904","413","7.8","2.6","6.1","2.1","13.7","3.1","13.3","3.0","18.4","4.1","17.2","4.3","7.9","2.5","10.6","3.0","3.0","1.6","2.1","1.0","43142","4690","59088","6096","(X)","(X)","(X)","(X)","35.0","(X)"
"0600000US2500300555","Adams town, Berkshire County, Massachusetts","3749","169","5.7","3.0","4.7","2.2","9.1","2.8","9.6","3.3","18.5","3.2","18.9","3.4","8.7","2.3","14.7","2.7","8.1","2.3","1.9","1.0","53070","4013","69828","4380","43.4","(X)","(X)","(X)","(X)","(X)","2164","128","5.4","3.5","0.8","0.8","4.1","2.2","7.3","3.6","14.7","3.5","19.4","4.8","11.9","3.7","22.0","4.5","11.6","3.6","2.9","1.7","72103","6980","86833","7008","(X)","(X)","49.7","(X)","(X)","(X)","1672","147","0.9","1.0","1.1","1.0","3.8","2.0","6.8","3.8","13.8","3.9","18.1","5.2","13.8","4.9","24.0","5.7","14.1","4.6","3.8","2.2","82024","9836","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1585","204","6.8","4.9","9.5","4.6","16.3","6.1","12.8","5.7","24.8","6.0","18.5","5.3","3.0","2.3","6.1","3.2","1.6","1.6","0.6","1.0","37569","3329","44759","4801","(X)","(X)","(X)","(X)","32.8","(X)"
"0600000US2500300975","Alford town, Berkshire County, Massachusetts","198","36","6.1","6.5","4.0","3.3","1.0","1.5","1.0","1.3","9.6","4.5","13.1","6.1","6.6","4.1","32.3","11.9","13.6","6.8","12.6","5.8","106667","7395","141021","33775","47.5","(X)","(X)","(X)","(X)","(X)","148","29","0.0","20.9","3.4","3.2","1.4","2.0","0.0","20.9","10.8","6.2","12.8","7.1","5.4","4.6","33.1","14.8","16.9","8.4","16.2","7.3","119286","23518","165255","41055","(X)","(X)","46.6","(X)","(X)","(X)","131","28","0.0","23.2","1.5","2.2","1.5","2.3","0.0","23.2","10.7","6.8","10.7","8.5","6.1","5.2","37.4","16.2","17.6","9.3","14.5","6.9","119821","23592","N","N","(X)","(X)","(X)","(X)","(X)","(X)","50","20","24.0","22.4","6.0","7.9","0.0","43.5","4.0","5.2","6.0","7.4","14.0","10.7","10.0","9.8","30.0","18.5","4.0","6.9","2.0","6.8","-","**","69286","32759","(X)","(X)","(X)","(X)","50.0","(X)"
"0600000US2500304545","Becket town, Berkshire County, Massachusetts","825","80","0.8","0.8","3.2","2.5","7.9","3.6","7.0","2.9","9.0","3.5","22.7","5.1","17.8","4.5","20.6","5.4","5.2","2.5","5.8","2.3","73977","17559","93844","10125","37.7","(X)","(X)","(X)","(X)","(X)","578","66","0.0","5.9","0.7","0.9","6.4","3.9","5.0","3.0","6.9","3.4","22.0","6.7","23.9","6.4","21.5","6.4","5.7","3.4","8.0","3.0","85833","4680","107693","13539","(X)","(X)","42.4","(X)","(X)","(X)","483","66","0.0","7.0","0.8","1.1","2.1","1.9","4.8","2.9","7.5","3.8","21.3","7.3","24.6","7.6","23.4","7.0","6.8","4.0","8.7","3.5","87813","13215","N","N","(X)","(X)","(X)","(X)","(X)","(X)","247","51","2.8","2.7","8.9","7.9","13.4","7.5","11.7","7.4","13.8","8.3","26.7","11.4","8.9","4.2","8.9","6.5","4.0","3.4","0.8","1.8","48750","13744","55666","8260","(X)","(X)","(X)","(X)","24.7","(X)"
"0600000US2500313345","Cheshire town, Berkshire County, Massachusetts","1473","110","6.6","3.9","6.9","3.8","5.9","3.5","4.8","3.3","8.9","3.6","19.8","5.9","16.0","6.6","22.9","8.6","5.6","3.5","2.6","2.5","70236","12840","79212","9640","33.3","(X)","(X)","(X)","(X)","(X)","982","108","2.0","2.3","3.0","3.3","2.0","2.5","3.0","2.9","10.1","5.0","18.3","6.9","22.3","9.2","29.7","12.3","8.5","5.2","1.1","1.5","88190","13955","90350","9021","(X)","(X)","33.7","(X)","(X)","(X)","840","118","2.4","2.7","3.5","3.8","0.6","1.2","3.5","3.4","8.3","5.2","17.5","7.5","18.3","8.9","34.8","13.9","9.9","6.0","1.3","1.7","91935","17556","N","N","(X)","(X)","(X)","(X)","(X)","(X)","491","140","15.7","9.4","14.9","9.3","13.6","9.1","8.4","7.6","6.5","6.2","22.6","9.3","3.3","3.5","9.4","6.5","0.0","6.9","5.7","6.8","32292","19020","56936","23456","(X)","(X)","(X)","(X)","32.6","(X)"
"0600000US2500314010","Clarksburg town, Berkshire County, Massachusetts","709","40","3.7","2.4","1.7","1.4","6.9","3.9","8.3","2.6","11.1","3.7","24.1","5.2","14.0","5.2","19.9","4.6","5.5","2.1","4.8","2.7","67422","8309","82419","6088","37.9","(X)","(X)","(X)","(X)","(X)","526","39","2.1","3.1","1.7","2.4","2.9","3.2","6.3","2.6","13.3","5.2","20.5","6.0","17.3","6.3","22.8","6.2","8.2","3.1","4.9","3.3","82500","11817","89847","7735","(X)","(X)","42.6","(X)","(X)","(X)","399","41","0.0","8.4","0.0","8.4","1.3","1.3","5.0","2.5","11.3","5.2","21.6","6.2","21.1","7.7","25.6","7.7","8.3","3.5","6.0","4.2","89083","7204","N","N","(X)","(X)","(X)","(X)","(X)","(X)","183","33","8.2","10.4","6.6","5.1","18.6","11.6","16.4","7.9","8.7","5.3","27.9","10.4","6.0","6.4","5.5","4.1","0.0","17.3","2.2","2.9","35208","12873","52036","13601","(X)","(X)","(X)","(X)","24.6","(X)"
"0600000US2500316180","Dalton town, Berkshire County, Massachusetts","3034","175","2.7","2.1","2.1","1.6","7.4","3.7","9.7","3.5","18.1","5.6","16.9","5.0","15.9","5.3","13.1","5.1","5.7","2.9","8.5","3.3","68538","9773","88076","9098","34.1","(X)","(X)","(X)","(X)","(X)","1862","190","0.0","1.9","0.0","1.9","3.8","4.0","5.4","3.8","15.8","6.4","19.8","6.5","20.7","7.9","13.0","5.1","9.2","4.6","12.1","5.3","78482","12971","104058","12500","(X)","(X)","27.2","(X)","(X)","(X)","1362","196","0.0","2.5","0.0","2.5","1.9","2.3","1.2","2.1","17.8","7.8","15.2","5.2","21.4","9.0","13.3","6.0","12.6","6.3","16.6","6.9","90161","11815","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1172","243","6.9","5.4","5.5","3.9","13.1","7.8","18.2","8.2","19.8","10.6","14.3","7.4","8.2","5.6","11.2","9.5","0.0","2.9","2.8","2.3","41461","10561","60644","13393","(X)","(X)","(X)","(X)","45.1","(X)"
"0600000US2500321360","Egremont town, Berkshire County, Massachusetts","614","74","2.3","2.7","0.0","5.5","3.9","2.0","12.2","5.5","10.6","5.9","24.8","6.0","18.9","6.9","6.4","2.6","5.0","2.4","16.0","5.4","71528","6417","118750","23382","38.4","(X)","(X)","(X)","(X)","(X)","407","61","1.7","2.4","0.0","8.2","2.9","3.3","7.9","5.3","13.5","7.7","25.8","8.1","13.5","7.6","7.6","3.4","7.6","3.6","19.4","6.9","71979","13442","130162","26860","(X)","(X)","41.0","(X)","(X)","(X)","334","58","0.0","9.9","0.0","9.9","0.0","9.9","5.4","4.7","15.0","8.6","25.4","8.8","16.5","9.3","9.3","4.1","9.3","4.3","19.2","8.0","81429","13084","N","N","(X)","(X)","(X)","(X)","(X)","(X)","207","53","6.8","8.0","0.0","15.5","10.1","6.2","20.8","12.0","6.3","5.3","13.5","7.5","29.5","13.6","3.9","3.8","0.0","15.5","9.2","8.9","62292","29409","92531","48989","(X)","(X)","(X)","(X)","33.3","(X)"
"0600000US2500324120","Florida town, Berkshire County, Massachusetts","314","42","1.9","1.9","6.7","4.4","12.1","5.2","6.1","2.9","12.4","5.9","17.2","6.5","21.3","7.0","14.3","6.1","6.4","3.6","1.6","1.7","66250","13827","70163","7023","35.7","(X)","(X)","(X)","(X)","(X)","223","37","0.9","1.2","4.0","2.8","6.3","3.6","7.6","4.7","7.2","3.8","24.2","8.6","27.4","10.9","11.2","6.5","9.0","5.0","2.2","2.4","74750","9586","78075","8110","(X)","(X)","26.5","(X)","(X)","(X)","155","25","0.0","20.1","3.2","3.0","7.1","4.6","7.1","3.7","3.2","2.9","21.3","8.6","28.4","9.8","16.1","9.1","11.6","6.8","1.9","2.9","79250","9319","N","N","(X)","(X)","(X)","(X)","(X)","(X)","91","27","4.4","6.8","13.2","12.8","26.4","14.6","8.8","7.7","18.7","14.1","12.1","13.4","6.6","5.9","9.9","13.8","0.0","30.9","0.0","30.9","31250","13574","42871","14093","(X)","(X)","(X)","(X)","49.5","(X)"
"0600000US2500326815","Great Barrington town, Berkshire County, Massachusetts","2813","203","7.5","4.1","1.7","1.5","10.9","5.4","11.6","5.8","14.3","5.7","12.3","5.1","10.7","4.3","18.2","5.4","6.5","3.8","6.2","3.4","55478","17249","80519","11648","42.1","(X)","(X)","(X)","(X)","(X)","1619","182","3.7","3.5","0.0","2.1","3.8","3.7","11.7","7.8","8.5","4.9","14.0","7.0","14.8","6.1","24.9","7.9","11.1","6.2","7.6","4.9","88191","11650","104282","16947","(X)","(X)","37.7","(X)","(X)","(X)","1225","158","4.4","4.7","0.0","2.8","1.6","2.6","5.3","4.7","5.7","4.5","16.0","9.5","15.4","7.8","28.2","10.1","13.3","8.0","10.0","6.3","101283","17253","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1194","284","12.6","9.0","4.1","3.6","20.7","11.2","11.6","9.3","22.2","10.8","10.1","7.2","5.0","5.0","9.1","6.2","1.4","2.4","3.1","3.4","37308","10736","47660","9539","(X)","(X)","(X)","(X)","47.0","(X)"
"0600000US2500328180","Hancock town, Berkshire County, Massachusetts","242","36","2.5","2.8","3.3","2.7","7.0","4.3","7.9","5.2","14.9","5.3","17.8","8.1","16.5","6.4","12.4","4.5","14.0","7.1","3.7","2.8","64167","23029","86400","11117","37.6","(X)","(X)","(X)","(X)","(X)","180","33","1.1","2.1","1.7","2.2","3.3","3.5","7.2","4.3","7.2","4.2","25.0","10.2","17.2","6.9","19.4","7.1","14.4","8.0","3.3","3.0","81500","12844","97464","14252","(X)","(X)","40.6","(X)","(X)","(X)","150","31","0.0","20.6","0.0","20.6","2.7","3.6","8.7","5.2","5.3","4.0","26.0","11.4","16.0","8.2","20.0","8.2","17.3","9.4","4.0","3.7","83750","13220","N","N","(X)","(X)","(X)","(X)","(X)","(X)","62","22","6.5","8.6","8.1","8.1","17.7","11.5","9.7","15.6","37.1","16.6","0.0","39.1","14.5","14.9","6.5","8.1","0.0","39.1","0.0","39.1","38333","7561","44868","11979","(X)","(X)","(X)","(X)","29.0","(X)"
"0600000US2500330315","Hinsdale town, Berkshire County, Massachusetts","798","66","4.9","4.4","3.6","2.4","7.1","3.3","7.5","4.6","14.9","7.2","21.1","7.1","16.2","6.2","12.0","5.9","7.1","5.1","5.5","3.0","62426","6145","80676","8205","39.2","(X)","(X)","(X)","(X)","(X)","492","65","2.2","2.4","7.5","6.7","1.2","2.1","7.3","5.0","7.9","4.6","19.7","8.8","22.2","9.4","13.4","9.1","12.2","9.0","6.3","3.8","79167","8565","96124","14060","(X)","(X)","36.2","(X)","(X)","(X)","374","57","1.9","2.7","1.9","2.7","1.6","2.8","2.9","3.3","6.1","4.8","18.2","10.6","27.0","11.7","16.0","11.6","16.0","11.8","8.3","5.0","84125","12165","N","N","(X)","(X)","(X)","(X)","(X)","(X)","306","61","9.2","10.7","2.9","3.4","16.7","7.8","11.4","9.2","26.1","16.2","17.0","10.0","7.2","5.1","6.9","5.3","1.6","3.0","1.0","2.2","42083","9723","50001","9641","(X)","(X)","(X)","(X)","44.1","(X)"
"0600000US2500334340","Lanesborough town, Berkshire County, Massachusetts","1255","99","8.4","6.2","0.0","2.7","5.1","4.6","4.9","3.4","16.7","7.7","13.2","5.3","21.6","7.4","15.6","6.7","7.3","5.3","7.1","3.9","78315","14059","87782","12426","39.0","(X)","(X)","(X)","(X)","(X)","792","88","1.8","2.7","0.0","4.3","0.0","4.3","1.4","2.2","12.0","5.8","14.0","6.7","28.3","10.1","23.0","9.3","8.3","6.9","11.2","6.3","90756","11316","112780","14687","(X)","(X)","39.9","(X)","(X)","(X)","643","96","2.2","3.4","0.0","5.3","0.0","5.3","0.0","5.3","8.7","6.0","16.0","8.0","22.7","11.6","26.3","10.4","10.3","8.4","13.8","7.7","100260","23286","N","N","(X)","(X)","(X)","(X)","(X)","(X)","463","143","19.7","14.6","0.0","7.3","13.8","12.5","11.0","9.0","24.8","16.3","11.9","9.2","10.2","8.0","3.0","4.6","5.6","6.5","0.0","7.3","36771","9565","45021","12252","(X)","(X)","(X)","(X)","37.4","(X)"
"0600000US2500334655","Lee town, Berkshire County, Massachusetts","2243","186","3.0","2.1","1.7","1.6","10.4","4.5","5.8","3.0","11.1","3.8","18.5","6.1","12.1","4.5","25.3","6.5","6.2","4.1","5.8","3.2","74009","18026","89997","9985","37.6","(X)","(X)","(X)","(X)","(X)","1482","123","0.7","1.1","0.0","2.3","6.8","5.5","4.4","3.0","11.4","5.4","21.3","8.4","15.9","6.7","26.1","8.1","7.7","5.1","5.7","3.2","90257","15786","98138","12017","(X)","(X)","41.6","(X)","(X)","(X)","1063","169","0.0","3.2","0.0","3.2","7.7","7.1","5.2","3.7","6.7","3.9","13.2","5.4","16.2","7.6","35.3","10.0","7.8","5.7","8.0","4.4","102054","12235","N","N","(X)","(X)","(X)","(X)","(X)","(X)","761","206","7.4","6.2","5.1","4.8","18.4","10.2","8.5","6.5","12.5","5.9","18.8","12.3","7.4","7.8","12.5","10.7","7.5","9.0","2.0","3.3","47396","19549","65285","16573","(X)","(X)","(X)","(X)","28.6","(X)"
"0600000US2500334970","Lenox town, Berkshire County, Massachusetts","2278","186","4.5","3.1","4.8","3.1","5.9","3.0","7.9","4.8","12.2","4.5","17.4","5.8","12.9","4.7","16.7","4.9","3.1","2.0","14.6","5.8","66500","17446","101878","14552","34.4","(X)","(X)","(X)","(X)","(X)","1206","120","1.1","1.8","0.8","1.7","3.8","4.0","6.9","5.7","8.5","4.5","10.9","6.5","16.7","7.5","23.4","8.1","5.9","4.0","22.0","8.8","103942","22501","138413","21339","(X)","(X)","37.8","(X)","(X)","(X)","939","149","1.4","2.3","1.1","2.2","0.0","3.7","4.8","4.5","5.3","4.1","8.7","5.3","18.4","8.1","24.5","9.0","7.6","5.1","28.2","10.4","125502","12924","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1072","227","8.4","5.4","9.3","6.0","10.5","5.6","12.7","9.1","17.7","8.4","20.6","9.7","8.5","5.1","6.0","4.6","0.0","3.2","6.3","6.5","39206","9175","56374","15839","(X)","(X)","(X)","(X)","30.6","(X)"
"0600000US2500342460","Monterey town, Berkshire County, Massachusetts","362","55","3.3","2.8","0.0","9.2","8.3","6.4","9.9","5.6","11.6","6.3","13.5","4.7","13.0","8.1","16.6","6.5","12.4","5.9","11.3","5.4","79038","25932","128886","24900","47.0","(X)","(X)","(X)","(X)","(X)","224","48","0.0","14.4","0.0","14.4","9.4","9.3","0.9","2.1","8.9","6.8","13.8","5.1","12.9","9.5","19.6","9.0","17.4","8.5","17.0","8.3","115833","31751","168608","37315","(X)","(X)","53.6","(X)","(X)","(X)","211","50","0.0","15.2","0.0","15.2","10.0","9.7","0.9","2.2","9.5","7.2","10.4","5.1","11.8","9.5","20.9","9.5","18.5","8.9","18.0","8.9","118625","20651","N","N","(X)","(X)","(X)","(X)","(X)","(X)","138","42","8.7","7.7","0.0","22.2","6.5","8.3","24.6","13.5","15.9","11.1","15.2","8.0","13.0","14.6","11.6","10.6","2.2","2.9","2.2","2.7","44219","11125","62060","14117","(X)","(X)","(X)","(X)","36.2","(X)"
"0600000US2500343300","Mount Washington town, Berkshire County, Massachusetts","86","24","4.7","5.2","7.0","10.2","11.6","11.7","2.3","3.5","20.9","13.9","5.8","6.2","14.0","8.9","19.8","9.5","9.3","6.4","4.7","4.7","66250","39676","79886","15166","38.4","(X)","(X)","(X)","(X)","(X)","48","19","0.0","44.4","12.5","18.4","4.2","6.0","0.0","44.4","14.6","11.3","8.3","8.5","16.7","12.8","31.3","16.1","12.5","9.9","0.0","44.4","89167","32171","86469","18308","(X)","(X)","37.5","(X)","(X)","(X)","34","13","0.0","52.8","0.0","52.8","5.9","8.4","0.0","52.8","17.6","14.0","5.9","9.1","14.7","14.4","41.2","19.7","14.7","11.8","0.0","52.8","106250","11242","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38","14","10.5","12.4","0.0","49.9","21.1","23.1","5.3","8.1","28.9","25.7","2.6","9.0","10.5","12.4","5.3","7.8","5.3","6.6","10.5","11.1","43750","9520","71571","27380","(X)","(X)","(X)","(X)","39.5","(X)"
"0600000US2500344385","New Ashford town, Berkshire County, Massachusetts","121","22","7.4","7.7","3.3","2.9","7.4","6.8","6.6","6.3","10.7","5.6","12.4","6.7","14.9","9.1","15.7","10.8","11.6","8.9","9.9","6.8","76563","20351","91628","16003","44.6","(X)","(X)","(X)","(X)","(X)","95","23","3.2","6.3","0.0","29.9","4.2","4.4","8.4","8.3","11.6","8.7","10.5","6.5","18.9","11.6","18.9","13.5","14.7","11.8","9.5","8.0","89107","20744","102397","16443","(X)","(X)","44.2","(X)","(X)","(X)","85","22","0.0","32.4","0.0","32.4","4.7","4.9","9.4","9.2","7.1","6.8","9.4","6.8","21.2","12.9","21.2","15.2","16.5","13.2","10.6","8.8","98125","23643","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26","14","23.1","25.0","15.4","14.4","19.2","24.2","0.0","60.4","7.7","16.0","19.2","17.4","0.0","60.4","3.8","10.9","0.0","60.4","11.5","15.6","-","**","52285","37315","(X)","(X)","(X)","(X)","46.2","(X)"
